model,task,prompt_combo,prompt_text,raw_response,prediction,latency_sec,true_label,correct,true_positive,false_positive,true_negative,false_negative,gt_label,summary_accuracy,summary_precision,summary_recall,summary_f1_score,summary_total_predictions,summary_emissions_kgCO2
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.2797,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.2601,0,1,0,0,1,0,0,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.2062,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.2158,0,1,0,0,1,0,0,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.2065,0,1,0,0,1,0,0,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.2701,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.3819,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.1813,0,1,0,0,1,0,0,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.2197,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.3336,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.153,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.2031,0,1,0,0,1,0,0,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.2104,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.1607,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.1728,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",1,1,0.4629,1,1,1,0,0,0,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.2313,0,1,0,0,1,0,0,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.381,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.2678,0,1,0,0,1,0,0,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.1579,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",1,1,0.279,0,0,0,1,0,0,0,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",1,1,0.3089,1,1,1,0,0,0,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.228,0,1,0,0,1,0,0,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.1678,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.3115,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.1757,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.2334,0,1,0,0,1,0,0,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.2052,0,1,0,0,1,0,0,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.2635,0,1,0,0,1,0,0,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.3742,0,1,0,0,1,0,0,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.1662,1,0,0,0,0,1,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",0,0,0.1813,0,1,0,0,1,0,0,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
qwen2.5-coder:3b,bug_detection,T=T3|O=O2|E=E2,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

Your response must be exactly one digit: 0 or 1. Nothing else.

***EXAMPLE INPUT, OUTPUT FROM PREVIOUS INTERACTIONS***

Example 1:
Input (Code):
def is_even(n):
    if n % 2 = 0:
        return True
    else:
        return False
Output:
0

Example 2:
Input (Code):
def fib(n):
    if n <= 1:
        return n
    return fib(n-1) + fib(n-2)
Ou...",1,1,0.3372,1,1,1,0,0,0,1,0.52,0.5556,0.2,0.2941,50,9.456046931745804e-05
